Month_code,Order_Date,Category,Order_Type,Orders,Sales_Amount
2026-01,2026-01-28,Burger,Dine-In,2,532.3399999999999
2026-01,2026-01-28,Combos,Dine-In,2,512.4
2026-01,2026-01-28,Combos,Pick-up,5,3050.28
2026-01,2026-01-28,Garlic Bread,Dine-In,1,162.76
2026-01,2026-01-28,Garlic Bread,Pick-up,2,357.02
2026-01,2026-01-28,Mojitos,Dine-In,2,207.92
2026-01,2026-01-28,Mojitos,Pick-up,2,519.76
2026-01,2026-01-28,Munchies,Dine-In,1,99.76
2026-01,2026-01-28,Munchies,Pick-up,2,582.76
2026-01,2026-01-28,Non Veg Pizza,Dine-In,1,719.26
2026-01,2026-01-28,Non Veg Pizza,Pick-up,6,2365.7200000000003
2026-01,2026-01-28,Pasta,Pick-up,3,834.78
2026-01,2026-01-28,Salad,Dine-In,1,187.94
2026-01,2026-01-28,Shakes & Juices,Dine-In,1,42.0
2026-01,2026-01-28,Soft Drinks,Pick-up,1,50.0
2026-01,2026-01-28,Veg Pizza,Dine-In,2,745.52
2026-01,2026-01-28,Veg Pizza,Pick-up,2,996.48
2026-01,2026-01-29,Burger,Dine-In,1,110.26
2026-01,2026-01-29,Burger,Pick-up,1,189.0
2026-01,2026-01-29,Combos,Dine-In,1,796.96
2026-01,2026-01-29,Combos,Pick-up,6,2335.2599999999998
2026-01,2026-01-29,Desserts,Dine-In,1,198.44
2026-01,2026-01-29,Desserts,Pick-up,1,241.5
2026-01,2026-01-29,Garlic Bread,Dine-In,1,162.76
2026-01,2026-01-29,Garlic Bread,Pick-up,3,540.76
2026-01,2026-01-29,Mojitos,Dine-In,2,207.92
2026-01,2026-01-29,Mojitos,Pick-up,2,415.82
2026-01,2026-01-29,Munchies,Dine-In,6,756.04
2026-01,2026-01-29,Munchies,Pick-up,6,1060.54
2026-01,2026-01-29,Non Veg Pizza,Dine-In,3,1585.54
2026-01,2026-01-29,Non Veg Pizza,Pick-up,10,5272.160000000001
2026-01,2026-01-29,Pasta,Pick-up,2,1123.52
2026-01,2026-01-29,Shakes & Juices,Dine-In,5,680.0
2026-01,2026-01-29,Shakes & Juices,Pick-up,2,267.0
2026-01,2026-01-29,Soft Drinks,Dine-In,2,70.0
2026-01,2026-01-29,Soft Drinks,Pick-up,6,340.76
2026-01,2026-01-29,Sundaes,Pick-up,1,183.76
2026-01,2026-01-29,Veg Pizza,Dine-In,1,498.76
2026-01,2026-01-29,Veg Pizza,Pick-up,4,1395.5
2026-01,2026-01-30,Combos,Dine-In,1,471.46
2026-01,2026-01-30,Combos,Pick-up,2,627.9
2026-01,2026-01-30,Desserts,Pick-up,2,319.2
2026-01,2026-01-30,Garlic Bread,Dine-In,1,325.52
2026-01,2026-01-30,Garlic Bread,Pick-up,1,126.0
2026-01,2026-01-30,Mojitos,Dine-In,1,103.96
2026-01,2026-01-30,Munchies,Pick-up,3,624.76
2026-01,2026-01-30,Non Veg Pizza,Dine-In,3,1038.48
2026-01,2026-01-30,Non Veg Pizza,Pick-up,9,4507.740000000001
2026-01,2026-01-30,Pasta,Pick-up,1,257.26
2026-01,2026-01-30,Salad,Pick-up,2,312.92
2026-01,2026-01-30,Shakes & Juices,Dine-In,3,309.76
2026-01,2026-01-30,Soft Drinks,Pick-up,3,80.0
2026-01,2026-01-30,Veg Pizza,Dine-In,1,141.76
2026-01,2026-01-30,Veg Pizza,Pick-up,3,1306.22
2026-01,2026-01-31,Burger,Dine-In,5,1032.14
2026-01,2026-01-31,Combos,Dine-In,4,1465.8200000000002
2026-01,2026-01-31,Combos,Pick-up,5,2892.8
2026-01,2026-01-31,Garlic Bread,Pick-up,1,126.0
2026-01,2026-01-31,Mojitos,Dine-In,2,207.92
2026-01,2026-01-31,Munchies,Dine-In,1,99.76
2026-01,2026-01-31,Munchies,Pick-up,4,693.04
2026-01,2026-01-31,Non Veg Pizza,Dine-In,1,313.96
2026-01,2026-01-31,Non Veg Pizza,Pick-up,8,3609.9800000000005
2026-01,2026-01-31,Pasta,Pick-up,1,288.76
2026-01,2026-01-31,Salad,Dine-In,1,187.94
2026-01,2026-01-31,Shakes & Juices,Dine-In,7,901.02
2026-01,2026-01-31,Soft Drinks,Pick-up,6,305.0
2026-01,2026-01-31,Veg Pizza,Dine-In,1,141.76
2026-01,2026-01-31,Veg Pizza,Pick-up,2,843.1800000000001
